,var1(t),var1(t+1),var1(t+2),var1(t+3),var1(t+4),var1(t+5),var1(t+6),var1(t+7),var1(t+8),var1(t+9),var1(t+10),var1(t+11),var1(t+12),var1(t+13),var1(t+14),var1(t+15)
2018-09-20 09:15:00,25.070011,26.478062,27.74121,28.825024,29.82336,30.632492,31.352581,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003
2018-09-20 09:30:00,26.478062,27.74121,28.825024,29.82336,30.632492,31.352581,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631
2018-09-20 09:45:00,27.74121,28.825024,29.82336,30.632492,31.352581,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224
2018-09-20 10:00:00,28.825024,29.82336,30.632492,31.352581,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652
2018-09-20 10:15:00,29.82336,30.632492,31.352581,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533
2018-09-20 10:30:00,30.632492,31.352581,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296
2018-09-20 10:45:00,31.352581,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561
2018-09-20 11:00:00,31.864563,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321
2018-09-20 11:15:00,32.01954,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452
2018-09-20 11:30:00,32.278263,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202
2018-09-20 11:45:00,32.4954,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351
2018-09-20 12:00:00,31.982582,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998
2018-09-20 12:15:00,31.738144,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301
2018-09-20 12:30:00,31.64532,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911
2018-09-20 12:45:00,31.005241,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135
2018-09-20 13:00:00,30.300690000000003,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124
2018-09-20 13:15:00,29.316631,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237
2018-09-20 13:30:00,28.787224,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281
2018-09-20 13:45:00,27.397652,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415
2018-09-20 14:00:00,26.668533,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0
2018-09-20 14:15:00,25.36296,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0
2018-09-20 14:30:00,23.506561,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0
2018-09-20 14:45:00,21.964321,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0
2018-09-20 15:00:00,19.959452,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0
2018-09-20 15:15:00,17.896202,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 15:30:00,15.694351,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 15:45:00,13.592460999999998,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 16:00:00,11.262301,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 16:15:00,9.023911,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 16:30:00,6.81135,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 16:45:00,4.7124,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 17:00:00,2.79237,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 17:15:00,1.27281,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20 17:30:00,0.23415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075
2018-09-27 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018
2018-09-27 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611
2018-09-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861
2018-09-27 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015
2018-09-27 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571
2018-09-27 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811
2018-09-27 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102
2018-09-27 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141
2018-09-27 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382
2018-09-27 04:45:00,0.0,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891
2018-09-27 05:00:00,0.0,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552
2018-09-27 05:15:00,0.0,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843
2018-09-27 05:30:00,0.0,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006
2018-09-27 05:45:00,0.0,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122
2018-09-27 06:00:00,0.54075,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631
2018-09-27 06:15:00,1.8018,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673
2018-09-27 06:30:00,3.52611,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343
2018-09-27 06:45:00,5.662861,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633
2018-09-27 07:00:00,7.9382100000000015,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903
2018-09-27 07:15:00,10.041571,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973
2018-09-27 07:30:00,12.255811,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062
2018-09-27 07:45:00,14.429102,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224
2018-09-27 08:00:00,16.597141,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834
2018-09-27 08:15:00,18.517382,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772
2018-09-27 08:30:00,20.350891,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323
2018-09-27 08:45:00,22.040552,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004
2018-09-27 09:00:00,24.465843,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023
2018-09-27 09:15:00,25.870323000000006,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403
2018-09-27 09:30:00,27.105122,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652
2018-09-27 09:45:00,28.22631,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733
2018-09-27 10:00:00,29.174673,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154
2018-09-27 10:15:00,30.230343,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103
2018-09-27 10:30:00,30.744633,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486
2018-09-27 10:45:00,31.224903,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181
2018-09-27 11:00:00,31.721973,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582
2018-09-27 11:15:00,32.05062,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012
2018-09-27 11:30:00,32.2224,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211
2018-09-27 11:45:00,32.176834,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932
2018-09-27 12:00:00,32.36772,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731
2018-09-27 12:15:00,31.981323,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841
2018-09-27 12:30:00,31.266690000000004,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171
2018-09-27 12:45:00,30.820023,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372
2018-09-27 13:00:00,30.017403,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471
2018-09-27 13:15:00,29.098652,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679
2018-09-27 13:30:00,28.457733,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893
2018-09-27 13:45:00,27.240154,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0
2018-09-27 14:00:00,25.7103,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0
2018-09-27 14:15:00,24.18486,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0
2018-09-27 14:30:00,22.67181,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0
2018-09-27 14:45:00,20.600582,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0
2018-09-27 15:00:00,18.770012,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 15:15:00,16.317211,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 15:30:00,12.186932,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 15:45:00,11.363731,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 16:00:00,11.193841,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 16:15:00,8.227171,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 16:30:00,5.61372,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 16:45:00,3.0471,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 17:00:00,1.61679,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 17:15:00,0.25893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-02 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082
2018-10-02 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046
2018-10-02 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328
2018-10-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518
2018-10-02 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031
2018-10-02 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681
2018-10-02 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341
2018-10-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241
2018-10-02 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002
2018-10-02 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151
2018-10-02 04:45:00,0.0,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082
2018-10-02 05:00:00,0.0,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512
2018-10-02 05:15:00,0.0,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294
2018-10-02 05:30:00,0.0,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003
2018-10-02 05:45:00,0.0,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812
2018-10-02 06:00:00,0.47082,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394
2018-10-02 06:15:00,1.79046,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193
2018-10-02 06:30:00,3.77328,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006
2018-10-02 06:45:00,6.16518,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005
2018-10-02 07:00:00,7.989031,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762
2018-10-02 07:15:00,11.257681,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613
2018-10-02 07:30:00,13.955341,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192
2018-10-02 07:45:00,14.898241,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963
2018-10-02 08:00:00,17.304000000000002,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365
2018-10-02 08:15:00,20.037151,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763
2018-10-02 08:30:00,22.837082,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623
2018-10-02 08:45:00,24.471512,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629
2018-10-02 09:00:00,25.903294,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673
2018-10-02 09:15:00,27.577202000000003,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534
2018-10-02 09:30:00,28.803812,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784
2018-10-02 09:45:00,29.811394,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004
2018-10-02 10:00:00,30.899193,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992
2018-10-02 10:15:00,31.739403000000006,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293
2018-10-02 10:30:00,32.380745000000005,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722
2018-10-02 10:45:00,32.897762,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272
2018-10-02 11:00:00,33.356613,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293
2018-10-02 11:15:00,33.671192,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501
2018-10-02 11:30:00,33.615963,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672
2018-10-02 11:45:00,33.61365,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481
2018-10-02 12:00:00,33.632763,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261
2018-10-02 12:15:00,33.268623,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573
2018-10-02 12:30:00,32.68629,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999
2018-10-02 12:45:00,32.240673,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141
2018-10-02 13:00:00,30.994534,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889
2018-10-02 13:15:00,30.38784,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957
2018-10-02 13:30:00,29.473503000000004,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491
2018-10-02 13:45:00,28.416992,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0
2018-10-02 14:00:00,27.016293,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0,0.0
2018-10-02 14:15:00,25.353722,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0,0.0,0.0
2018-10-02 14:30:00,23.622272,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0,0.0,0.0,0.0
2018-10-02 14:45:00,21.76293,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0,0.0,0.0,0.0,0.0
2018-10-02 15:00:00,19.813501,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-02 15:15:00,17.666672,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-02 15:30:00,15.516481,13.084261,10.56573,7.977900999999999,5.383141,3.08889,1.2957,0.22491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
